f.u,f.v,f.minu,f.minv,search.vol,rmse,region,cor,catchNA
0.380013087021653,0.577674259357154,0.786399590913206,1.09916025689803,0.52295397579344,0.271636736138885,28,0.784590805642973,0
0.352574584300164,0.394713358962908,0.921405742927454,0.624531910335645,0.312147465221584,0.279923330440545,29,0.848067651686288,0
0.82811970484443,0.347747382735834,0.200404667392839,0.016537101783324,0.586592806514818,0.11665247531337,30,0.456943725846216,0
0.787936123651452,0.284815281834453,0.51614349019248,0.119756677150726,0.820275750026573,0.109346374516755,31,0.731108426248091,0
0.629242956992239,0.240122110261582,0.581984994118102,0.0708223837986589,0.457206978901755,0.154114587035014,32,0.978665293110705,0
0.74385081485752,0.948387865555473,1.75388649104349,0.624958920760546,0.865143584412523,0.331870205174257,33,0.821626509668102,32
0.80482794810785,0.226360850438941,0.199739581402391,0.141990693737753,0.44793682791898,0.467864190320572,34,0.761075480477187,0
0.978818792731268,0.214233373504365,0.180507454650477,0.844170493847225,0.428385667020222,2.0383190131683,35,0.433116889131569,0
0.848733257749118,0.342982795274351,0.271403542858083,1.44343156260019,0.340495089648757,0.569038152415641,36,0.905599029161399,0
0.977372955809115,0.213948164348025,0.298074692170136,0.268653793424834,0.840710771599086,0.240126402629441,37,0.916281101518332,46
0.80482794810785,0.226360850438941,0.199739581402391,0.141990693737753,0.44793682791898,0.343685690548031,38,0.890802768512988,0
0.828377968394198,0.0301209806348197,1.87145396193489,1.74603281724267,0.251386787028983,0.0150153991258117,39,0.849582116526767,0
0.45510735895019,0.490658973010723,1.10448294050526,0.171628730273806,0.984622224077117,0.320589380994155,40,0.580580654674296,0
0.936252874382772,0.0480393136455677,0.703972612461075,0.133313002469949,0.0550293277963065,0.0466783993799851,41,0.868108465434839,0
0.175120426092762,0.44710360624129,1.58569306185003,1.989298975938,0.198293889806606,0.0626567820390867,42,0.668078084807782,0
0.0210806949343532,0.105848401677795,0.0129170279670507,1.38377158146817,0.87557757004071,0.0854980769375639,43,0.635301511354535,0
0.183786684812512,0.0232745203678496,1.07329653718974,1.35554642016999,0.935841216213536,0.0615508349233123,44,0.664493239867756,0
0.0755690709711053,0.421878760487307,0.130192978563719,0.91854146566242,0.604069720589556,0.106618980843268,45,0.794403863487348,0
0.0210806949343532,0.105848401677795,0.0129170279670507,1.38377158146817,0.87557757004071,0.140731139689698,46,0.774403726933135,0
0.892710750855738,0.35054867122788,0.0791524591860361,1.60676591300871,0.635847748834873,0.92538509581632,47,0.919135257200736,9
0.969968426195905,0.0852879031817429,0.0743749831686728,0.110286454956513,0.727547825022601,3.48868376267786,48,0.756246234762275,0
0.375086963246577,0.748700193818659,0.460666132429615,0.365163105609827,0.680370862804353,0.463305505558015,49,0.80924368477877,0
0.33017053472437,0.722904316171072,1.78217108643474,1.54303588445764,0.743933623921825,0.468644547742803,50,0.820032493719755,40
0.0755690709711053,0.421878760487307,0.130192978563719,0.91854146566242,0.604069720589556,0.39662592480961,51,0.859415186472295,0
0.183786684812512,0.0232745203678496,1.07329653718974,1.35554642016999,0.935841216213536,0.498087060400991,52,0.960487726697053,0
0.251457857945934,0.349905682108365,1.46052184634842,1.91213468692731,0.462021205992438,0.387919774401264,53,0.814882045122904,0
0.238354190320242,0.832477733262349,0.427271818458103,0.938492972673848,0.856630180079024,0.147250878699915,54,0.92564062666427,0
0.80482794810785,0.226360850438941,0.199739581402391,0.141990693737753,0.44793682791898,0.0204102676586411,55,0.557503565114254,0
0.10930421034107,0.941723820522893,0.720784981139004,1.36197878169362,0.881155072559137,0.0397717451912224,56,0.932693562054744,0
0.760405403328827,0.417589722587261,1.95938097184198,1.75965087930299,0.444773206210695,0.00167905472949506,57,0.38127433915668,0
0.966881535532884,0.149496742326533,0.959145455781836,0.493580554858781,0.0396499113331083,0.00750512140802988,58,0.697186865072954,0
0.629242956992239,0.240122110261582,0.581984994118102,0.0708223837986589,0.457206978901755,0.484180945002279,59,0.537079688215448,0
0.210876125089126,0.476693283894798,0.479490967865568,1.50594698829856,0.21028218084597,0.260648537927836,60,0.693237568910549,0
0.369315205917228,0.794840459090192,1.71892093993723,0.82622521431651,0.286990518701728,0.0162757445691845,61,0.750623053977148,0
0.944402768115979,0.377760699171107,1.21540661698813,0.368837094024755,0.263434317283798,0.629959870065787,62,-0.366098407968352,0
0.841668956333306,0.222258895782055,0.988389669503085,1.57267281520367,0.174545066555263,0.003730698771628,63,0.511934711804203,0
0.337850592399482,0.821458532037213,0.633524004677311,1.13040544767398,0.0880499899680726,9.79734727500102e-06,64,0.591980728280686,0
0.10930421034107,0.941723820522893,0.720784981139004,1.36197878169362,0.881155072559137,0.407225732649851,65,0.926014865069281,0
0.229648370074574,0.638780345162377,0.442399800033309,0.311925157266669,0.5645692018806,0.0361527166930554,66,0.751932162166166,0
